,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,Year,Month,Day
431,chuygarcia92,iviangita,for joining the Legal WG in the past weeks and we have dealt with the legal issues ahead of time ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,7.18127319,chuygarcia92,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7
7296,Santigs67,cranders71,your energy and discussion on today's Onboarding WG weekly sync ☺🙏,Telegram,2020-12-02,TE Praise,,,,0.0,,,santigs67,Griff,Zep,Santi,#6 Dec 4,1.119370091,24.62614201,,TE Praise,Telegram:TE Praise,2020,12,2
3994,vegayp,iviangita,for taking the time to continue onboarding Kristoffer ,Token Engineering Commons,2021-03-12,🙏praise,35.0,500.0,200.0,0.001185234714,1.224742537,3.787057259,vegayp,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,12
5647,fabimol,fabimol,3 hours of work on celeste creating deposit and withdraw modal screens,Telegram,2021-01-28,Gardens Swarm,20000.0,200.0,200.0,0.007358434336,6.867872047,3.688533038,fabimol,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Gardens Swarm,Telegram:Gardens Swarm,2021,1,28
1134,ddan#2489,chuygarcia92,for all their work in gravity,Token Engineering Commons,2021-04-15,🙏praise,2000.0,100.0,100.0,0.001160415937,1.392499125,15.13161277,ddan#2489,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15
5257,zeptimusQ,sembrestels,having you in Monday's Garden Swarm call!,Telegram,2021-01-19,TE Praise,1000.0,15.0,25.0,0.0006163682558,0.5752770387,59.96553876,zeptimusq,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,19
1445,owocki,knobsDAO,for his ongoing work towards elevating the global open source ecosystem! ⚡🤖⚡,Commons Stack,2021-04-12,🙌praise,2000.0,200.0,150.0,0.001810919964,2.173103956,6.43933247,owocki,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,12
7139,metaverde,cranders71,joining the TEC Praise channel. Welcome ✋,Telegram,2020-12-09,TE Praise,1.0,1.0,1.0,6.411622608e-05,0.04831157635,0.04831157635,metaverde,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,9
3013,GriffGreen,JuankBell,"for their contributions to Gravity and to me as a person! Thank you, I'm sorry, forgive me, and I love and honor you.",Token Engineering Commons,2021-03-24,🙏praise,15.0,100.0,100.0,0.001076708966,1.202325011,9.632016576,GriffGreen,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,24
4508,sembrestels,iviangita,encouraging Zep to improve and get more involved,Telegram,2021-02-19,TE Praise,250.0,1000.0,250.0,0.005007305805,7.177138321,7.479808895,sembrestels,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,19
3417,Krisjones,iviangita,for their work at Metafest,Token Engineering Commons,2021-03-19,🙏praise,15.0,150.0,100.0,0.001286471305,1.436559624,3.095142073,Krisjones,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
5524,freedumbs00,cranders71,"a productive, efficient Onboarding WG weekly sync 🏄‍♀️",Telegram,2021-01-28,TE Praise,,,,0.0,1.9815994338287328,8.025634713,freedumbs00,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,28
1100,durgadasji,naynaysoo,to for a great SEO call!,Token Engineering Commons,2021-04-19,🙏praise,1000.0,100.0,50.0,0.0007982581637,0.9579097965,16.12445159,durgadasji,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,19
261,sembrestels,iviangita,for joining the TEC Community Call 🙏 😊 https://youtu.be/CArIX3rOvx0 ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,11.11149818,sembrestels,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7
3496,davidhq,GriffGreen,for diving into the TE Commons and asking about our conflict resolution practices,Commons Stack,2021-03-22,🙌praise,25.0,150.0,100.0,0.001444187573,1.612676123,1.612676123,davidhq,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Commons Stack:praise,2021,3,22
1481,markop,markop,to for completing all issues in this sprint.,Token Engineering Commons,2021-04-15,🙏praise,5000.0,100.0,100.0,0.001603678348,1.924414018,5.893070738,markop,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15
5500,liviade,iviangita,joining the TEC Community Call! 🙏🏼,Telegram,2021-01-22,TE Praise,1000.0,15.0,25.0,0.0006163682558,0.5752770387,8.851726303,liviade,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,22
2271,Tam2140,JuankBell,for every interaction we have had in this past weeks. Thanks for your presence and support.,Token Engineering Commons,2021-04-05,🙏praise,,100.0,80.0,0.0012937024,1.48775776,7.010968749,Tam2140,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,5
6911,GriffGreen,JessicaZartler,a productive Onboarding WG - thank you all so much for contributing! 🙏🏼💫,Telegram,2020-12-17,TE Praise,5.0,60.0,50.0,0.001627198322,1.226093936,10.26614504,griffgreen,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,17
594,gyalbo,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-30,Commons Stack,500.0,25.0,100.0,0.0004317674408,0.518120929,4.868246042,gyalbo,Metaverde,Juank,Edu,#17 May 7,,,,Commons Stack,Telegram:Commons Stack,2021,4,30
7194,zeptimusQ,GriffGreen,"recording the calls, putting timestamps on the Youtube videos, and bringing quality to the TEC channel",Telegram,2020-11-26,TE Praise,,,,0.0,,,zeptimusq,Griff,Zep,Santi,#6 Dec 4,1.119370091,34.70047283,,TE Praise,Telegram:TE Praise,2020,11,26
6569,freedumbs00,cranders71,all of your valued input and nice holiday cheer at this week's Onboarding WG sync. 🎊 🙏,Telegram,2020-12-26,TE Praise,,,,0.0,1.790633609,2.686236088,freedumbs00,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,26
5548,sembrestels,JessicaZartler,the awesome creative inputs for our Miro narratives session - brilliant ideas and sharing 🙏🏼 Appreciate every single one of you and your presence today!! 🌟🌟🌟❤️,Telegram,2021-01-20,TE Praise,1000.0,25.0,25.0,0.0008034239984,0.7498623985,8.005361856,sembrestels,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,20
5496,liviade,Santigs67,joining Legal WG meeting,Telegram,2021-01-22,TE Praise,1000.0,25.0,25.0,0.0008034239984,0.7498623985,8.851726303,liviade,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,22
164,BlairV,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-05-08,TE Praise,500.0,25.0,100.0,0.0004317674408,0.518120929,16.15361151,BlairV,Metaverde,Juank,Edu,#17 May 7,,,,TE Praise,Telegram:TE Praise,2021,5,8
2911,metaverde,iviangita,for participating in Juans presentation at Metafest,Token Engineering Commons,2021-03-26,🙏praise,15.0,200.0,100.0,0.001496233644,1.670794236,15.92345896,metaverde,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
990,ygganderson,iviangita,for a fun Sunday params sesh and spending another 3 hours making curves,Token Engineering Commons,2021-04-16,🙏praise,2000.0,100.0,200.0,0.00158922321,1.907067852,29.83229292,ygganderson,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
6634,geleeroyale,GriffGreen,their help in reaching this awesome milestone! We are going to release the Simulator to the Donors of our gitcoin grant TONIGHT! Everything is being merged to master and its starting to look dreamy! https://sim.commonsstack.org/ 😍,Telegram,2020-12-23,CS dDEV Team,40.0,35.0,40.0,0.002353890565,1.020019245,1.020019245,geleeroyale,Griff,Jake,Juanka,#8 Jan 1,,,,CS dDEV Team,Telegram:CS dDEV Team,2020,12,23
7260,mateodaza,iviangita,participating in the Praisegiving Call 😀,Telegram,2020-11-28,TE Praise,40.0,30.0,30.0,0.001179776444,,,mateodaza,Griff,Zep,Santi,#6 Dec 4,0.9241582148,25.18950661,,TE Praise,Telegram:TE Praise,2020,11,28
5342,cranders71,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 💪🙏,Telegram,2021-01-22,TE Commons,500.0,25.0,25.0,0.0007646305672,0.7136551961,21.23895794,cranders71,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Commons,Telegram:TE Commons,2021,1,22
5092,Tam2140,zeptimusQ,editing the transparency forum post thanks you so much😊😊,Telegram,2021-02-12,TE Praise,50.0,50.0,100.0,0.002526456209,2.063272571,6.262961604,tam2140,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,12
5376,GriffGreen,iviangita,taking time to do relevant things for themselves,Telegram,2021-01-29,TE Praise,5000.0,15.0,150.0,0.002217704603,2.069857629,12.43401535,griffgreen,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,29
2848,iviangita,iviangita,for supporting Tam in the hatch onboarding calls this sprint,Token Engineering Commons,2021-03-19,🙏praise,15.0,200.0,100.0,0.001496233644,1.670794236,20.15775204,iviangita,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
3191,naynaysoo,markop,to for establishing a consistent Content Distribution Process.,Token Engineering Commons,2021-03-16,📡comms,45.0,200.0,200.0,0.002389992334,2.668824773,6.528198081,naynaysoo,Jake,Juank,Eduardo,#14 Mar 26,,,,comms,Token Engineering Commons:comms,2021,3,16
5566,JessicaZartler,iviangita,building trust in the community and making it as a whole,Telegram,2021-01-29,TE Praise,10000.0,50.0,50.0,0.002227542896,2.079040036,6.953861378,jessicazartler,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,29
6922,katalenacaban,liviade,all her work and energy with the CSTK Token DApp! it takes a true kat to cat herd such a busy crew of superstars 🐆🍃💃🏻,Telegram,2020-12-08,Commons Stack,21.0,110.0,100.0,0.003549942341,2.674881554,8.896925236,katalenacaban,Tam,Zep,Santi,#7 Dec 18,,,,Commons Stack,Telegram:Commons Stack,2020,12,8
1574,freedumbs00,zeptimusQ,for joining stewards meeting ✨,Token Engineering Commons,2021-04-14,🙏praise,1000.0,60.0,50.0,0.0006238180076,0.7485816091,5.330037842,freedumbs00,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,14
6739,sembrestels,ygganderson,powering through dandelion voting parameter posts on a Sunday! It's going to be a big week for TEC,Telegram,2020-12-06,TE Praise,21.0,180.0,200.0,0.005829144715,4.392260543,44.81065722,sembrestels,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,6
2090,GriffGreen,JuankBell,for every interaction we have had in this past weeks. Thanks for your presence and support.,Token Engineering Commons,2021-04-05,🙏praise,,100.0,80.0,0.0012937024,1.48775776,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,5
3257,sgonzt,GriffGreen,for their kick ass and efficient work closing issues on the Dashboard,Token Engineering Commons,2021-03-16,🤖parameters,50.0,100.0,100.0,0.001628715905,1.818732761,5.675976,sgonzt,Jake,Juank,Eduardo,#14 Mar 26,,,,parameters,Token Engineering Commons:parameters,2021,3,16
2358,chuygarcia92,iviangita,for attending the verification party,Token Engineering Commons,2021-04-09,🙏praise,,80.0,100.0,0.00129170133,1.485456529,6.766306821,chuygarcia92,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9
927,unquaLe,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-30,Commons Stack,500.0,25.0,100.0,0.0004317674408,0.518120929,0.518120929,unquaLe,Metaverde,Juank,Edu,#17 May 7,,,,Commons Stack,Telegram:Commons Stack,2021,4,30
7280,solsista,iviangita,participating in the TEC Community Call this week 🙌🏽,Telegram,2020-12-04,TE Praise,45.0,45.0,40.0,0.00153603215,,,solsista,Griff,Zep,Santi,#6 Dec 4,1.203225184,25.1057595,,TE Praise,Telegram:TE Praise,2020,12,4
5201,loie_giveth,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼😊,Telegram,2021-02-12,Commons Stack,10.0,15.0,15.0,0.0005283808294,0.4315110107,0.8895971799,loie_giveth,Zep,Jake,Juanka,#11 Feb 12,,,,Commons Stack,Telegram:Commons Stack,2021,2,12
1738,Tonga2020,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-16,Commons Stack,500.0,25.0,25.0,0.0002901039843,0.3481247811,2.08663941,Tonga2020,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,16
3396,VitorMarthendal,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,TG,2021-03-19,Commons Stack,15.0,25.0,100.0,0.0007620654566,0.8509730932,3.465898093,VitorMarthendal,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Stack,TG:Commons Stack,2021,3,19
813,jwaup,JessicaZartler,for the upcoming governance challenge event! ,Commons Stack,2021-05-03,🙌praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,2.489292949,jwaup,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,3
4470,Tam2140,iviangita,"being an incredible organizational force and modeling servant leadership style better than anyone else, because she’s always present and gentle, for being the steward of stewards and doing the important work of syncing us up while we’re moving in all directions, for the meeting on the farms and her inputs on the Github levers to play with, for planning the Github issues and guiding the stewards, for her endless patience, for her dedication and being present a lot",Telegram,2021-02-19,TE Praise,450.0,500.0,200.0,0.004122521468,5.908947437,8.640675255,tam2140,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,19
1572,freedumbs00,liviade,"@AnnaMarieSwan, @freedumbs00, @natesuits, @Juankbell, @mateodaza, @griff, @santigs, @Suga, @Zeptimus, @AmwFund, @durgadas, @Tam2140, @chuygarcia92🐝, for joining soft gov! It's always so insightful to spend this time with you!",Token Engineering Commons,2021-04-13,🙏praise,1000.0,60.0,50.0,0.0006238180076,0.7485816091,5.330037842,freedumbs00,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,13
6205,ygganderson,iviangita,his big win yesterday,Telegram,2021-01-08,TE Praise,50.0,55.0,50.0,0.001329454733,0.9970910497,4.232451467,ygganderson,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,8
536,mehigher,Tam2140,for joining the Community Stewards sync yesterday. ,Token Engineering Commons,2021-05-06,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,6.114819591,mehigher,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,6
2387,naynaysoo,zeptimusQ,for joining soft gov and sharing his inputs on MVV ✨,Token Engineering Commons,2021-04-06,🙏praise,,70.0,50.0,0.0008628017785,0.9922220452,6.492289456,naynaysoo,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,6
7182,sembrestels,iviangita,participating in the TEC Community Call this week 🙌🏽,Telegram,2020-12-04,TE Praise,60.0,60.0,40.0,0.001858965846,,,sembrestels,Griff,Zep,Santi,#6 Dec 4,1.456189913,42.78739172,,TE Praise,Telegram:TE Praise,2020,12,4
1824,zeptimusQ,markop,to for attending the Comms Weekly call.,Token Engineering Commons,2021-03-30,🙏praise,,40.0,50.0,0.0006458506648,0.7427282645,51.03442555,zeptimusQ,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,30
4816,Santigs67,iviangita,helping so much with the Code of Conduct document,Telegram,2021-02-05,TE Praise,300.0,100.0,100.0,0.006165524379,5.035178243,38.53631231,santigs67,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,5
2956,freedumbs00,sembrestels,all the brainstorming around the commons swarm logo,Telegram,2021-03-21,TE Praise,,,,0.0,1.6277939747327528,9.68973309,freedumbs00,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,Telegram:TE Praise,2021,3,21
4702,krrisis,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-02-19,TE Commons,20.0,20.0,20.0,0.0002437844393,0.349424363,3.765014426,krrisis,Zep,Griff,Juanka,#12 Feb 26,,,,TE Commons,Telegram:TE Commons,2021,2,19
6010,JessicaZartler,iviangita,helping Juan in promoting the Gravity training and for coordinating the Comms,Telegram,2021-01-15,TE Praise,150.0,55.0,180.0,0.003165096469,2.373822352,8.658705897,jessicazartler,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,15
6597,JuankBell,freedumbs00,being in the Hatch Params call,Telegram,2020-12-23,TE Praise,,,,0.0,1.790633609,2.417102479,juankbell,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,23
4270,rdfbbx#6437,rdfbbx#6437,test again ,Token Engineering Commons,2021-02-08,🙌🏿praise,,,,0.0,0.0,21.99425075,@rdfbbx#6437,Zep,Griff,Juanka,#12 Feb 26,,,,praise,Token Engineering Commons:praise,2021,2,8
4108,glefevre,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-03-12,TE Praise,25.0,500.0,100.0,0.0007906872343,0.8170434755,1.656867374,glefevre,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,12
3386,VitorMarthendal,iviangita,for working hard on the Dashboard,Token Engineering Commons,2021-03-26,🙏praise,50.0,200.0,200.0,0.002468850468,2.756883022,3.465898093,VitorMarthendal,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
7297,Santigs67,sembrestels,"drawing the hatch dao workflow using a decision tree diagram, useful for tomorrow's tech params and legal working groups",Telegram,2020-12-04,TE Praise,,,,0.0,,,santigs67,Griff,Zep,Santi,#6 Dec 4,1.119370091,24.62614201,,TE Praise,Telegram:TE Praise,2020,12,4
5610,chuygarcia92,chuygarcia92,1 hour of research for the update of the 1hive Gardens Wiki,Telegram,2021-01-22,Gardens Swarm,5000.0,100.0,50.0,0.002774887297,2.589894811,5.871911145,chuygarcia92,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Gardens Swarm,Telegram:Gardens Swarm,2021,1,22
4177,zeptimusQ,JuankBell,for helping on the migration communication strategy! its really amazing to count with you ,Token Engineering Commons,2021-02-25,🙌🏿praise,,,,0.0,1.8956228956228955,49.28619529,zeptimusq,Zep,Griff,Juanka,#12 Feb 26,,,,praise,Token Engineering Commons:praise,2021,2,25
7392,paulo_c2d,sembrestels,"having a very interesting call on aragon connect / the graph, and how we are going to use it for the hatch and bonding curve. @Tonga2020 recorded the call, maybe you can send it to @zeptimusQ and if it is interesting enough he might publish it in the TEC youtube channel.",Telegram,2020-11-20,TE Praise,100.0,60.0,80.0,0.002860139931,,,paulo_c2d,Griff,Zep,Santi,#6 Dec 4,2.240442946,7.799750855,,TE Praise,Telegram:TE Praise,2020,11,20
3036,liviade,JuankBell,@Sjdthree @dysbulic for becoming the 1st generation of Gravitons (Alternative Dispute Resolution providers for DAOs) Amazing number 17! Thanks all!,Token Engineering Commons,2021-03-18,🙏praise,45.0,100.0,100.0,0.001549857771,1.730674511,8.963435776,liviade,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,18
3343,divine_comedian,GriffGreen,the major milestone of getting out the Giveth.io,TG,2021-03-26,TE Praise,50.0,100.0,100.0,0.001628715905,1.818732761,4.427583805,divine_comedian,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,TG:TE Praise,2021,3,26
3839,Tam2140,iviangita,"for all the work she is doing in organizing the stewards group and making it easy for everybody to see what everyone is doing on Github, and because she is the big organizer of our hive ",Token Engineering Commons,2021-03-05,🙌🏿praise,50.0,2500.0,1000.0,0.003904501241,4.034651282,6.772330927,Tam2140,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,5
7579,knobsDAO,iviangita,participating in the TEC Community Call this week 🙌🏽,Telegram,2020-12-04,TE Praise,45.0,45.0,40.0,0.00153603215,,,knobsdao,Griff,Zep,Santi,#6 Dec 4,1.203225184,2.283602708,,TE Praise,Telegram:TE Praise,2020,12,4
4467,Tam2140,GriffGreen,a fruitful discussion on making the TEC's identity simple. What does the TEC do? We are Advancing Token Engineering!!!,Telegram,2021-02-15,TE Praise,230.0,500.0,200.0,0.003329925753,4.772893579,8.640675255,tam2140,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,15
4826,Santigs67,iviangita,joining the TEC Weekly Sync 🙌🏽🌟,Telegram,2021-02-05,TE Praise,40.0,25.0,50.0,0.001433134316,1.170393025,38.53631231,santigs67,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,5
3186,JuankBell,iviangita,"for the offboarding document, for his humility and care he carries, and for giving an amazing talk at Metafest (x4)",Token Engineering Commons,2021-03-26,🙏praise,,,,0.0,1.6277939747327528,6.592937318,JuankBell,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
588,MerlinEgalite,GriffGreen,joining our Commons Stack Simulator sync & continuing to improve the game!,Telegram,2021-05-05,CS dDEV Team,1000.0,70.0,100.0,0.0006276224767,0.7531469721,4.974953593,MerlinEgalite,Metaverde,Juank,Edu,#17 May 7,,,,CS dDEV Team,Telegram:CS dDEV Team,2021,5,5
6582,Tam2140,iviangita,being warm with everyone and helping with projects,Telegram,2020-12-27,TE Praise,60.0,25.0,100.0,0.003745575048,1.623082521,2.506925035,tam2140,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,27
4788,magentaceiba,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-02-19,Commons Stack,10.0,20.0,20.0,0.0002077573614,0.2977855513,0.2977855513,magentaceiba,Zep,Griff,Juanka,#12 Feb 26,,,,Commons Stack,Telegram:Commons Stack,2021,2,19
7067,knobsDAO,liviade,joining the last soft gov meeting!! Thanks so much for your presence and contributions!,Telegram,2020-12-18,TE Praise,5.0,45.0,50.0,0.001447851861,1.090956377,2.584516638,knobsdao,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,18
4154,zeptimusQ,markop,helping cleaning up the Comms code of conduct.,Telegram,2021-02-16,TE Praise,,,,0.0,1.8956228956228955,49.28619529,zeptimusq,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,16
1214,GriffGreen,iviangita,for all the documentation and work beyond the setting up of the dashboard and for making all the params work possible,Token Engineering Commons,2021-04-23,🙏praise,5000.0,100.0,250.0,0.002246889257,2.696267109,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
5049,JessicaZartler,JuankBell,attending last weeks graviton trainings and claiming your POAPs (sorry for the late praise),Telegram,2021-02-09,TE Praise,60.0,25.0,60.0,0.001774956352,1.449547687,6.787617027,jessicazartler,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,9
961,zeptimusQ,iviangita,for meeting with Suga this week,Token Engineering Commons,2021-04-23,🙏praise,1000.0,100.0,50.0,0.0007982581637,0.9579097965,43.85790881,zeptimusQ,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
4348,sjdthree#8498,GriffGreen,"also... Seriously, what a great graviton sesh today ",Commons Stack,2021-02-19,praise,300.0,300.0,200.0,0.003059448548,4.385209585,13.4580165,@sjdthree#8498,Zep,Griff,Juanka,#12 Feb 26,,,,praise,Commons Stack:praise,2021,2,19
7246,durgadasji,cranders71,your energy and discussion on today's Onboarding WG weekly sync ☺🙏,Telegram,2020-12-02,TE Praise,20.0,60.0,30.0,0.001283215058,,,durgadasji,Griff,Zep,Santi,#6 Dec 4,1.005185129,25.57298254,,TE Praise,Telegram:TE Praise,2020,12,2
5372,GriffGreen,iviangita,their interaction in the 1hive discourse,Telegram,2021-01-29,TE Praise,10000.0,15.0,100.0,0.002089243356,1.949960465,12.43401535,griffgreen,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,29
6516,markop,freedumbs00,keeping at a very hard problem to solve bringing the commons to a visual place.,Telegram,2020-12-22,TE Praise,230.0,400.0,200.0,0.01694631936,7.343405054,4.248996007,markop,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,22
2810,mateodaza,Santigs67,for deploying the new version of SourceCred.,Token Engineering Commons,2021-03-23,🙏praise,100.0,150.0,400.0,0.003888889239,4.342592984,25.07491014,mateodaza,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,23
1194,sembrestels,zeptimusQ,for pushing the tech side so hard!! Some heroes don't wear capes buddy ⚡,Token Engineering Commons,2021-04-15,🙏praise,1000.0,100.0,100.0,0.0010126618,1.21519416,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15
6987,Tam2140,JessicaZartler,their energy and supporting the Communications Working Group - I super appreciate you taking the time to work together 🙏🏼❤️❤️❤️,Telegram,2020-12-08,TE Praise,,,,0.0,1.984210526,6.250621053,tam2140,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,8
4879,naynaysoo,iviangita,being such a grounding force to the WG and attending all the meetings and reading the book,Telegram,2021-02-05,TE Praise,100.0,100.0,100.0,0.003900108222,3.185088381,19.66364245,naynaysoo,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,5
4242,mateodaza,liviade,an enlightening source cred sync ⚡️✨,Telegram,2021-02-15,TE Praise,110.0,500.0,100.0,0.002300282775,3.297071978,24.81327975,mateodaza,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,15
6587,Tam2140,liviade,joining the book club last week! 🙌✨🤓,Telegram,2020-12-28,TE Praise,50.0,25.0,50.0,0.002566310258,1.112067778,2.506925035,tam2140,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,28
