Category Code,QUESTIONS,,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,Year,Month,Day,
TEC10,,4154,zeptimusQ,markop,helping cleaning up the Comms code of conduct.,Telegram,2021-02-16,TE Praise,,,,0,18.956.228.956.229,4.928.619.529,zeptimusq,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,16,
TEC3,,1214,GriffGreen,iviangita,for all the documentation and work beyond the setting up of the dashboard and for making all the params work possible,Token Engineering Commons,2021-04-23,🙏praise,5000,100,250,2.246.889.257,2.696.267.109,1.022.530.884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23,
TEC12,,5049,JessicaZartler,JuankBell,attending last weeks graviton trainings and claiming your POAPs (sorry for the late praise),Telegram,2021-02-09,TE Praise,60,25,60,1.774.956.352,1.449.547.687,6.787.617.027,jessicazartler,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,9,
TEC12,,961,zeptimusQ,iviangita,for meeting with Suga this week,Token Engineering Commons,2021-04-23,🙏praise,1000,100,50,7.982.581.637,9.579.097.965,4.385.790.881,zeptimusQ,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23,
TEC17,,4348,sjdthree#8498,GriffGreen,"also... Seriously, what a great graviton sesh today",Commons Stack,2021-02-19,praise,300,300,200,3.059.448.548,4.385.209.585,134.580.165,@sjdthree#8498,Zep,Griff,Juanka,#12 Feb 26,,,,praise,Commons Stack:praise,2021,2,19,
TEC6,,7246,durgadasji,cranders71,your energy and discussion on today's Onboarding WG weekly sync ☺🙏,Telegram,2020-12-02,TE Praise,20,60,30,1.283.215.058,,,durgadasji,Griff,Zep,Santi,#6 Dec 4,1.005.185.129,2.557.298.254,,TE Praise,Telegram:TE Praise,2020,12,2,
TEC15,,5372,GriffGreen,iviangita,their interaction in the 1hive discourse,Telegram,2021-01-29,TE Praise,10000,15,100,2.089.243.356,1.949.960.465,1.243.401.535,griffgreen,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,29,
TEC1,,6516,markop,freedumbs00,keeping at a very hard problem to solve bringing the commons to a visual place.,Telegram,2020-12-22,TE Praise,230,400,200,1.694.631.936,7.343.405.054,4.248.996.007,markop,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,22,
TEC14,,2810,mateodaza,Santigs67,for deploying the new version of SourceCred.,Token Engineering Commons,2021-03-23,🙏praise,100,150,400,3.888.889.239,4.342.592.984,2.507.491.014,mateodaza,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,23,
TEC14,,1194,sembrestels,zeptimusQ,for pushing the tech side so hard!! Some heroes don't wear capes buddy ⚡,Token Engineering Commons,2021-04-15,🙏praise,1000,100,100,10.126.618,121.519.416,1.058.577.102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15,
TEC1,,6987,Tam2140,JessicaZartler,their energy and supporting the Communications Working Group - I super appreciate you taking the time to work together 🙏🏼❤️❤️❤️,Telegram,2020-12-08,TE Praise,,,,0,1.984.210.526,6.250.621.053,tam2140,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,8,
TEC16,,4879,naynaysoo,iviangita,being such a grounding force to the WG and attending all the meetings and reading the book,Telegram,2021-02-05,TE Praise,100,100,100,3.900.108.222,3.185.088.381,1.966.364.245,naynaysoo,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,5,
TEC16,,4242,mateodaza,liviade,an enlightening source cred sync ⚡️✨,Telegram,2021-02-15,TE Praise,110,500,100,2.300.282.775,3.297.071.978,2.481.327.975,mateodaza,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,15,
TEC12,,6587,Tam2140,liviade,joining the book club last week! 🙌✨🤓,Telegram,2020-12-28,TE Praise,50,25,50,2.566.310.258,1.112.067.778,2.506.925.035,tam2140,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,28,
TEC6,,2248,JuankBell,zeptimusQ,for the harchers outreach milestone +77 soft commitments,Token Engineering Commons,2021-04-07,🙏praise,,,,0,1.335.656.214,7.413.129.907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,7,
TEC15,,7146,ygganderson,iviangita,introducing Durgadas to the TEC community,Telegram,2020-11-27,TE Praise,50,60,50,1.892.287.856,,,ygganderson,Griff,Zep,Santi,#6 Dec 4,1.482.292.154,4.404.111.808,,TE Praise,Telegram:TE Praise,2020,11,27,
TEC6,,3103,baartch#5796,liviade,for sharing onboarding infos in the incubator channel!,Token Engineering Commons,2021-03-22,🙏praise,25,100,100,1.234.425.234,1.378.441.511,8.605.424.933,baartch#5796,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,22,
TEC12,,1250,GriffGreen,iviangita,for joining the TEC Community Call 🙏🏼 https://www.youtube.com/watch?v=S8RQW7bF8Gk,Token Engineering Commons,2021-04-16,🙏praise,1000,60,50,6.238.180.076,7.485.816.091,1.022.530.884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16,
TEC16,,7165,sembrestels,cranders71,simply being on fire 🔥🚒🙏. Everyone really. Impressive 🥳,Telegram,2020-11-24,TE Praise,30,70,50,1.782.119.719,,,sembrestels,Griff,Zep,Santi,#6 Dec 4,139.599.378,4.278.739.172,,TE Praise,Telegram:TE Praise,2020,11,24,
TEC4,,7170,sembrestels,GriffGreen,"sharing an inspiring post about what we can do for our deep narratives, for having a fantastic meeting with Santi to clarify and get all legal issues sorted out, and for helping Rayne with vesting visualization project",Telegram,2020-11-26,TE Praise,200,150,100,5.189.843.395,,,sembrestels,Griff,Zep,Santi,#6 Dec 4,4.065.377.326,4.278.739.172,,TE Praise,Telegram:TE Praise,2020,11,26,
TEC12,,1789,gyalbo,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-16,TE Praise,500,25,25,2.901.039.843,3.481.247.811,6.962.495.623,gyalbo,Metaverde,Juank,Ivy,#16 Apr 24,,,,TE Praise,Telegram:TE Praise,2021,4,16,
TEC12,,5180,HBesso31,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 💪🙏,Telegram,2021-02-05,TE Commons,20,10,15,5.609.218.398,4.580.861.692,1.413.612.684,hbesso31,Zep,Jake,Juanka,#11 Feb 12,,,,TE Commons,Telegram:TE Commons,2021,2,5,
TEC12,,3843,Tam2140,iviangita,for joining the last Legal WG meeting 🙏,Token Engineering Commons,2021-03-07,🙌🏿praise,25,1000,40,8.045.380.941,8.313.560.306,6.772.330.927,Tam2140,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,7,
TEC6,,2280,Tam2140,iviangita,for the meetings with Suga,Token Engineering Commons,2021-04-09,🙏praise,,70,80,1.076.751.286,1.238.263.979,7.010.968.749,Tam2140,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,
TEC17,,1360,JuankBell,liviade,for their dedication to the gravity survey 🥳,Token Engineering Commons,2021-04-12,🙏praise,,,,0,150.753.768.844.221,7.688.681.407,JuankBell,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,12,
TEC15,,3946,VitorMarthendal,Tam2140,jumping into a call to share the TEC Dashboard 👍,Telegram,2021-03-01,TE Praise,50,1500,600,2.666.168.317,2.755.040.594,3.938.758.856,VitorMarthendal,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,1,
TEC17,,3836,Tam2140,JuankBell,"for attending the 6th Graviton session (that was last week). I want to tell that the 6th and 7th session share the same POAP, that is why i haven't send many of them. Look forward meeting you again today 😄",Token Engineering Commons,2021-03-04,🙌🏿praise,25,1500,200,1.330.579.079,1.374.931.715,6.772.330.927,Tam2140,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,4,
TEC12,,5071,JuankBell,iviangita,joining the TEC Weekly Sync 🙏🏼😊,Telegram,2021-02-12,TE Praise,,,,0,219.534.050.179.211,6.585.860.036,,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,12,
TEC5,,4684,fabimol,fabimol,2h of work of today finishing support proposal and starting to check changes on email templates repo.,Telegram,2021-02-19,Commons Swarm 🌐,120,200,150,1.850.968.749,2.653.055.206,4.396.729.809,fabimol,Zep,Griff,Juanka,#12 Feb 26,,,,Commons Swarm,Telegram:Commons Swarm,2021,2,19,
TEC12,,6372,Santigs67,freedumbs00,being in the Hatch Params call,Telegram,2020-12-23,TE Praise,20,25,30,1.518.937.343,658.206.182,2.160.361.373,santigs67,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,23,
TEC16,,6418,zeptimusQ,Tonga2020,the recordings but mostly for being so genuine,Telegram,2020-12-19,DUPLICATE,0,0,0,0,0,1.137.618.516,zeptimusq,Griff,Jake,Juanka,#8 Jan 1,,,,DUPLICATE,Telegram:DUPLICATE,2020,12,19,
TE7,,3385,aleezagroks,Krisjones,for joining the contributor call today. Some really great chats about commons and ecological/regenerative thinking! Very excited to work with all of you!,Commons Stack,2021-03-18,praise,15,50,100,8.669.466.263,9.680.903.993,3.584.432.655,aleezagroks,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Commons Stack:praise,2021,3,18,
TEC10,,3670,iviangita,iviangita,for their work on transparency and the Transparency medium article,Token Engineering Commons,2021-03-12,🙏praise,35,5000,100,2.334.272.702,2.412.081.792,1.091.910.943,iviangita,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,12,
TEC12,,280,paulo_c2d,iviangita,for joining the TEC Community Call 🙏 😊 https://youtu.be/CArIX3rOvx0,Token Engineering Commons,2021-05-07,🙏praise,1000,50,100,5.637.746.898,6.765.296.278,1.085.633.422,paulo_c2d,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7,
TEC14,,4433,GriffGreen,rdfbbx#6437,bot is deployed. working?,Token Engineering Commons,2021-02-03,🙌🏿praise,,,,,,1.080.477.003,griffgreen,Zep,Griff,Juanka,#12 Feb 26,,,,praise,Token Engineering Commons:praise,2021,2,3,
TEC16,,5385,GriffGreen,JuankBell,giving me a frisbee in Devcon 3 i still keep! Small things can carry a lot of meaning and become more valuable with time.,Telegram,2021-01-19,TE Praise,1000,10,100,1.297.433.723,1.210.938.141,1.243.401.535,griffgreen,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,19,
TEC12,,6172,metaverde,GriffGreen,dishing praise to @boring for being at the open house 😉,Telegram,2021-01-14,TE Praise,35,25,10,603.508.409,4.526.313.068,4.689.140.379,metaverde,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,14,
TEC12,,5832,Santigs67,iviangita,joining the TEC Weekly Sync 🙏🏼🙌🏽,Telegram,2021-01-15,TE Praise,10,25,40,6.372.282.264,4.779.211.698,4.178.200.275,santigs67,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,15,
TEC12,,2669,NirV#4850,Krisjones,for also joining the praise onboarding call! praise for everyone 🙂,Commons Stack,2021-04-07,🙌praise,,80,50,9.351.188.163,1.075.386.639,1.075.386.639,NirV#4850,-,Juank,Ivy,#15 Apr 9,,,,praise,Commons Stack:praise,2021,4,7,
TEC12,,778,The Blockchain Socialist#5005,Krisjones,"for joining our server in the last week! Great to have you here, let us know if you have questions!",Commons Stack,2021-05-03,🙌praise,1000,50,100,5.637.746.898,6.765.296.278,2.963.931.196,The Blockchain Socialist#5005,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,3,
TEC8,,3833,Tam2140,JuankBell,for being amazing and caring stewards for this community. I thank life for the opportunity of meeting paths with each one of you.,Token Engineering Commons,2021-03-03,🙌🏿praise,25,2000,200,1.484.118.155,153.358.876,6.772.330.927,Tam2140,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,3,
TEC4,,2795,Santigs67,liviade,hacking on the gitbook during the legal sync,TG,2021-03-16,TE Praise,25,100,100,1.234.425.234,1.378.441.511,3.709.538.752,Santigs67,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,TG:TE Praise,2021,3,16,
TE5,,7452,danlessa,iviangita,working on all the good courses in the cadCAD Edu,Telegram,2020-12-04,TE Praise,500,90,100,780.359.582,,,danlessa,Griff,Zep,Santi,#6 Dec 4,6.112.816.726,6.112.816.726,,TE Praise,Telegram:TE Praise,2020,12,4,
TEC12,,3393,VitorMarthendal,iviangita,for joining the Thursday Community Call 🙂 https://www.youtube.com/watch?v=1CSQ6NwOwIE,Token Engineering Commons,2021-03-26,🙏praise,15,80,100,9.928.040.298,1.108.631.167,3.465.898.093,VitorMarthendal,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26,
TEC12,,4498,MisterBoyfriend,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙌🏽🌱,Telegram,2021-02-26,Commons Stack,10,40,20,2.600.240.364,3.727.011.189,7.826.482.542,misterboyfriend,Zep,Griff,Juanka,#12 Feb 26,,,,Commons Stack,Telegram:Commons Stack,2021,2,26,
TEC12,,1757,ryanchrypto,knobsDAO,and for joining the Contributors Sync and manifesting their desire to contribute. We'll follow up on this!,Commons Stack,2021-04-22,🙌praise,1000,100,50,7.982.581.637,9.579.097.965,1.306.034.578,ryanchrypto,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,22,
TEC4,,3935,Letty#5399,GriffGreen,"for putting in so much time to reviewing the Legal channel, diving in and making great questions!",Token Engineering Commons,2021-03-03,🏛legal,25,2000,500,2.182.559.234,2.255.311.209,462.452.453,Letty#5399,Jake,Metaverde,Griff,#13 Mar 12,,,,legal,Token Engineering Commons:legal,2021,3,3,
TEC1,,2355,chuygarcia92,iviangita,for the progress they are making in Comms,Token Engineering Commons,2021-04-09,🙏praise,,100,100,1.436.335.405,1.651.785.716,6.766.306.821,chuygarcia92,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,
TE8,,2316,markop,iviangita,for the meetings with Suga,Token Engineering Commons,2021-04-09,🙏praise,,70,80,1.076.751.286,1.238.263.979,6.992.560.491,markop,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,
TE6,,3827,pehkah,iviangita,for coming to present the P2P learning platform,Token Engineering Commons,2021-03-05,🙌🏿praise,50,2000,300,2.121.266.313,219.197.519,7.117.614.794,pehkah,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,5,
TEC12,,4723,jeffemmett,GriffGreen,joining our Commons Stack Simulator sync & continuing to push this project to the finish line!!,Telegram,2021-02-24,CS dDEV Team,40,100,80,8.832.961.205,1.266.057.773,252.480.455,jeffemmett,Zep,Griff,Juanka,#12 Feb 26,,,,CS dDEV Team,Telegram:CS dDEV Team,2021,2,24,
TEC12,,6777,durgadasji,iviangita,joining the TEC Community Call this week 🙏🏼,Telegram,2020-12-11,TE Praise,,45,50,1.259.165.495,9.487.812.005,2.548.044,durgadasji,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,11,
TEC12,,7255,mateodaza,GriffGreen,joining our Commons Stack Simulator sync,Telegram,2020-11-25,CS dDEV Team,30,60,30,1.391.700.814,,,mateodaza,Griff,Zep,Santi,#6 Dec 4,1.090.165.637,2.518.950.661,,CS dDEV Team,Telegram:CS dDEV Team,2020,11,25,
TEC16,,6419,aminlatifi,iviangita,their awesome accomplishments in the TEC project,Telegram,2020-12-27,TE Praise,200,750,400,2.713.316.086,1.175.770.304,8.972.174.448,aminlatifi,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,27,
TEC15,,5248,zeptimusQ,JessicaZartler,the awesome creative inputs for our Miro narratives session - brilliant ideas and sharing 🙏🏼 Appreciate every single one of you and your presence today!! 🌟🌟🌟❤️,Telegram,2021-01-20,TE Praise,1000,25,25,8.034.239.984,7.498.623.985,5.996.553.876,zeptimusq,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,20,
TEC5,,4683,fabimol,fabimol,4h between wed and thu working on the support proposal flow on celeste swarm,Telegram,2021-02-19,Commons Swarm 🌐,240,400,200,3.104.619.455,4.449.954.553,4.396.729.809,fabimol,Zep,Griff,Juanka,#12 Feb 26,,,,Commons Swarm,Telegram:Commons Swarm,2021,2,19,
TEC16,,1099,durgadasji,ddan#2489,for always bringing a new light to our discussions with an integral approach and experience,Token Engineering Commons,2021-04-15,🙏praise,1000,100,80,9.269.003.455,1.112.280.415,1.612.445.159,durgadasji,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15,
TE5,,7268,solsista,akrtws,onboarding amazing mentors to TE Academy,Telegram,2020-11-26,TE Praise,50,50,50,1.785.484.481,,,solsista,Griff,Zep,Santi,#6 Dec 4,139.862.951,251.057.595,,TE Praise,Telegram:TE Praise,2020,11,26,
TEC14,,1182,sembrestels,chuygarcia92,for an admirable amount of work having the dashboard ready,Token Engineering Commons,2021-04-15,🙏praise,5000,100,150,1.818.081.985,2.181.698.382,1.058.577.102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15,
TE5,,4303,solsista,jeffemmett,"organizing and rocking this great presentation on Token Engineering, the TEC, and the Commons Stack design pattern! https://youtu.be/8918czhyAoQ",Telegram,2021-02-15,Commons Stack,200,100,150,1.877.851.997,2.691.587.863,2.193.320.459,solsista,Zep,Griff,Juanka,#12 Feb 26,,,,Commons Stack,Telegram:Commons Stack,2021,2,15,
TEC13,,6538,JessicaZartler,GriffGreen,"donating to Commons Stack Iteration 0 Gitcoin grant, helping us raise over 14,000 DAI to build the future of high functioning Public Goods focused economies!",Telegram,2020-12-23,Commons Stack,20,25,25,1.423.151.902,6.166.991.577,338.736.106,jessicazartler,Griff,Jake,Juanka,#8 Jan 1,,,,Commons Stack,Telegram:Commons Stack,2020,12,23,
TE5,,683,JonathanBSci,jeffemmett,all their work on cadCAD_Edu and the new cadCAD Hacks segments: https://twitter.com/cadCAD_Edu/status/1387724601233448966?s=20 🙏🛠🚀,Telegram,2021-05-03,Commons Stack,20000,300,200,3.645.137.803,4.374.165.363,4.374.165.363,JonathanBSci,Metaverde,Juank,Edu,#17 May 7,,,,Commons Stack,Telegram:Commons Stack,2021,5,3,
TEC14,,2098,GriffGreen,iviangita,for participating in the MVV and submitting proposals and commenting,Token Engineering Commons,2021-04-09,🙏praise,,100,100,1.436.335.405,1.651.785.716,9.783.875.323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,
TEC15,,7093,vegayp,JessicaZartler,a productive Onboarding WG - thank you all so much for contributing! 🙏🏼💫,Telegram,2020-12-17,TE Praise,5,45,50,1.447.851.861,1.090.956.377,1.771.694.427,vegayp,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,17,
TEC2,,3815,JuankBell,iviangita,for contributing in the mutual monitoring document,Token Engineering Commons,2021-03-12,🙏praise,25,1000,300,1.409.853.696,145.684.882,8.349.620.952,JuankBell,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,12,
TEC12,,5074,JuankBell,iviangita,attending the Legal call,Telegram,2021-02-12,TE Praise,,,,0,219.534.050.179.211,6.585.860.036,,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,12,
TEC12,,2121,owocki,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-09,TE Praise,,20,25,3.229.253.324,3.713.641.322,8.470.867.219,owocki,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,9,
TEC1,,4405,GriffGreen,JuankBell,all the collaboration in writing the why gravity medium article 😁,Telegram,2021-02-18,TE Praise,,,,0,18.956.228.956.229,1.080.477.003,griffgreen,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,18,
TE8,,5075,heater03,ygganderson,actively reaching out to see how he can prepare himself for a career in token engineering!,Telegram,2021-02-12,TE Praise,60,50,100,2.639.727.017,2.155.777.064,6.371.544.332,heater03,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,12,
TEC16,,4548,JessicaZartler,metaverde,for being generous in turning over Discord duties.,Token Engineering Commons,2021-02-20,🙌🏿praise,110,100,100,1.254.949.275,1.798.760.627,6.459.898.129,jessicazartler,Zep,Griff,Juanka,#12 Feb 26,,,,praise,Token Engineering Commons:praise,2021,2,20,
TEC13,,6674,trentmc0,GriffGreen,"donating to Commons Stack Iteration 0 Gitcoin grant, helping us raise over 14,000 DAI to build the future of high functioning Public Goods focused economies!",Telegram,2020-12-23,Commons Stack,20,25,25,1.423.151.902,6.166.991.577,6.166.991.577,trentmc0,Griff,Jake,Juanka,#8 Jan 1,,,,Commons Stack,Telegram:Commons Stack,2020,12,23,
TEC6,,3776,liviade,iviangita,for joining us and helping in Onboarding new hatchers and proposals,Token Engineering Commons,2021-03-12,🙏praise,25,2500,500,233.609.831,2.413.968.253,8.736.447.588,liviade,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,12,
TEC16,,7424,JessicaZartler,cranders71,your energy and discussion on today's Onboarding WG weekly sync ☺🙏,Telegram,2020-12-02,TE Praise,20,60,40,1.425.022.823,,,jessicazartler,Griff,Zep,Santi,#6 Dec 4,1.116.267.878,7.361.391.983,,TE Praise,Telegram:TE Praise,2020,12,2,
TEC12,,1201,sembrestels,iviangita,for joining the TEC Community Call 🙌 https://youtu.be/z53DNjksGck,Token Engineering Commons,2021-04-23,🙏praise,1000,60,50,6.238.180.076,7.485.816.091,1.058.577.102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23,
TEC5,,7244,durgadasji,JessicaZartler,volunteering to help us with email newsletter platform management and all of his sharing today 🙏🏼⚡️,Telegram,2020-12-01,TE Praise,50,60,40,1.750.480.091,,,durgadasji,Griff,Zep,Santi,#6 Dec 4,1.371.209.404,2.557.298.254,,TE Praise,Telegram:TE Praise,2020,12,1,
TEC12,,1881,Santigs67,iviangita,for attending the Legal weekly sync,Token Engineering Commons,2021-04-09,🙏praise,,60,50,7.904.847.406,9.090.574.516,3.590.316.688,Santigs67,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,
TEC12,,4625,Krisjones,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-02-19,Commons Stack,10,20,20,2.077.573.614,2.977.855.513,5.374.262.556,krisjones,Zep,Griff,Juanka,#12 Feb 26,,,,Commons Stack,Telegram:Commons Stack,2021,2,19,
TEC12,,3487,Seedsalchemist,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,TG,2021-03-19,Commons Stack,15,25,100,7.620.654.566,8.509.730.932,1.701.946.186,Seedsalchemist,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Stack,TG:Commons Stack,2021,3,19,
TEC13,,6525,markop,GriffGreen,"donating to Commons Stack Iteration 0 Gitcoin grant, helping us raise over 14,000 DAI to build the future of high functioning Public Goods focused economies!",Telegram,2020-12-23,Commons Stack,20,25,25,1.423.151.902,6.166.991.577,4.248.996.007,markop,Griff,Jake,Juanka,#8 Jan 1,,,,Commons Stack,Telegram:Commons Stack,2020,12,23,
TEC14,,7179,sembrestels,sembrestels,"5hours of work on writing tests for hatch oracle, it's finally finished!",Telegram,2020-12-04,Gardens Swarm,500,400,300,1.395.065.575,,,sembrestels,Griff,Zep,Santi,#6 Dec 4,1.092.801.367,4.278.739.172,,Gardens Swarm,Telegram:Gardens Swarm,2020,12,4,
TEC12,,4938,liviade,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼😊,Telegram,2021-02-12,Commons Stack,10,15,15,5.283.808.294,4.315.110.107,1.443.379.421,liviade,Zep,Jake,Juanka,#11 Feb 12,,,,Commons Stack,Telegram:Commons Stack,2021,2,12,
TEC17,,2991,GriffGreen,JuankBell,@Sjdthree @dysbulic for becoming the 1st generation of Gravitons (Alternative Dispute Resolution providers for DAOs) Amazing number 17! Thanks all!,Token Engineering Commons,2021-03-18,🙏praise,45,100,100,1.549.857.771,1.730.674.511,9.632.016.576,GriffGreen,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,18,
TEC12,,290,ddan#2489,iviangita,for attending the TEC Community Call 🙏🏼 ☺️ https://youtu.be/fvlttUshrbg,Token Engineering Commons,2021-04-30,🙏praise,1000,80,100,6.595.463.701,7.914.556.442,1.051.642.401,ddan#2489,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30,
TEC12,,1035,Suga#8514,iviangita,for joining the TEC Community Call 🙌 https://youtu.be/z53DNjksGck,Token Engineering Commons,2021-04-23,🙏praise,1000,60,50,6.238.180.076,7.485.816.091,2.599.353.141,Suga#8514,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23,
TEC16,,3846,Tam2140,liviade,for the exceptional way in which she explains complex topics,Token Engineering Commons,2021-03-10,🙌🏿praise,50,2500,100,1.809.178.003,1.869.483.936,6.772.330.927,Tam2140,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,10,
TEC15,,6458,solsista,Tonga2020,all her contributions that I'm looking forward to read in philosophy channel,Telegram,2020-12-19,TE Praise,200,100,150,9.307.386.625,4.033.200.871,5.630.981.509,solsista,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,19,
TEC16,,1081,iviangita,iviangita,"for the transparency work and because the audits are super cool, for everything they do, and for all the recordings and being proactive",Token Engineering Commons,2021-04-23,🙏praise,,,,0,150.753.768.844.221,195.979.799,iviangita,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23,
TEC3,,2650,fabiosmendes,iviangita,for their contributions in the other side,Token Engineering Commons,2021-04-09,🙏praise,,100,100,1.436.335.405,1.651.785.716,1.609.504.077,fabiosmendes,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,
